,afterDays,afterUserComment,anonymousFlag,content,creationTime,days,excellent,firstCategory,guid,id,integral,isMobile,isReplyGrade,isTop,mobileVersion,nickname,officialsStatus,orderId,plusAvailable,productColor,productSales,productSize,recommend,referenceId,referenceImage,referenceName,referenceTime,referenceType,referenceTypeId,replies,replyCount,replyCount2,score,secondCategory,status,thirdCategory,title,topped,usefulVoteCount,uselessVoteCount,userClient,userClientShow,userImage,userImageUrl,userImgFlag,userLevelColor,userLevelId,userLevelName,userProvince,vcontent,viewCount
36,0,,1,质量很好，特别的薄。很舒服,2019-08-14 16:03:50,15,False,9192,057bca95-3148-4fea-bf79-95c2c9c958d2,13117118319,-20,True,False,False,7.1.0,胖***步,0,0,0,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-30 14:26:08,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/6a645f3437643362303362363239316331353433303639343238333735_sma.jpg,storage.360buyimg.com/i.imageUpload/6a645f3437643362303362363239316331353433303639343238333735_sma.jpg,1,#666666,61,银牌会员,,,0
37,0,,1,超舒服，没感觉戴套。对天然橡胶过敏的可以用这类聚氨酯材料套子。,2019-08-14 20:10:17,0,False,9192,630083cc-07a0-4143-b7cc-4f021ee4855d,13117893157,-20,True,False,False,8.2.0,f***1,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-14 09:01:19,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
38,0,,1,杠杠好用,2019-08-13 19:08:46,3,False,9192,fa4028d9-42b4-4a0f-8cc4-c14dfeed9999,13114390394,0,True,False,False,8.2.0,l***M,0,0,103,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-10 21:23:28,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/77646c4d414572536e6e786d724d31353633313637363531363933_sma.jpg,storage.360buyimg.com/i.imageUpload/77646c4d414572536e6e786d724d31353633313637363531363933_sma.jpg,1,#666666,62,金牌会员,,,0
39,0,,1,不错选择，还会在购买。杠杠的,2019-08-11 17:38:03,47,False,9192,eae7f506-0ec0-445a-92e3-7891794edd8c,13107302943,-20,True,False,False,8.2.0,一***7,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-06-25 16:55:38,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/31353330393131342d333433303938383331343538313738363832353333_sma.jpg,storage.360buyimg.com/i.imageUpload/31353330393131342d333433303938383331343538313738363832353333_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
40,0,,1,物流很快，很薄,2019-08-09 13:17:11,14,False,9192,58c2ecf1-eaaa-492a-bec6-d53eadc04cec,13100095166,0,True,False,False,8.2.0,r***2,0,0,103,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-26 07:22:36,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#666666,105,钻石会员,,,0
41,0,,1,这个必须全都五星好评，很好,2019-08-05 17:29:52,3,False,9192,6254c505-13a7-4fac-a8c8-377bda5f028b,13087331046,-20,True,False,False,8.1.2,大***阳,0,0,103,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-02 06:11:40,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/53594e44414e53424431353530333135323331333736_sma.jpg,storage.360buyimg.com/i.imageUpload/53594e44414e53424431353530333135323331333736_sma.jpg,1,#666666,56,铜牌会员,,,0
42,0,,1,女朋友都说好，很薄，很有感觉，一晚就用了三个，用这个很有感觉，不会有隔阂,2019-08-02 22:08:51,60,False,9192,95d29bdd-48f0-4e43-bc62-6633417678c9,13078307499,-10,True,False,False,8.1.6,许***6,0,0,201,002-奇迹薄（大码装)-4只装,[],,True,2782301,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-06-03 01:15:41,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,62,PLUS会员,,,0
43,0,,1,这个产品的质量很不错，戴起来很舒服,2019-07-21 08:02:49,10,False,9192,319bb515-7604-4267-a358-b5318c99823e,13035184092,-10,True,False,False,8.1.5,东***哈,1,0,201,002-奇迹薄（大码装)-4只装,[],,True,2782301,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-11 16:43:50,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
44,0,,1,无论品质还是感觉都很好，是正品，价格肯定贵！,2019-07-17 14:39:10,1,False,9192,ae54c99b-7e06-4bd3-a283-50b7a37a2762,13023104312,-20,True,False,False,8.1.4,y***4,0,0,103,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-16 13:52:55,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/797565736932303133313431353231373036323335343134_sma.jpg,storage.360buyimg.com/i.imageUpload/797565736932303133313431353231373036323335343134_sma.jpg,1,#666666,105,钻石会员,,,0
45,0,,1,一直买的，一直买的，很不错，为什么要那么多话,2019-07-11 09:02:05,2,False,9192,0e4feb28-cb42-4e63-a32b-2aca9912f435,13001262150,-20,True,False,False,8.1.2,s***4,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-09 21:50:58,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
46,0,,1,尺寸很符合，很贴近，使用感很强，超薄体验，包装很高大上。,2019-07-10 07:39:51,54,False,9192,b81edff9-c8bc-485f-bfef-e38e912ce416,12997486023,-10,True,False,False,8.1.4,j***j,0,0,0,002-奇迹薄（大码装)-4只装,[],,True,2782301,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-05-17 00:16:06,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#666666,61,银牌会员,,,0
47,0,,1,活动优惠很多，参加满减活动，很合适。,2019-07-04 09:57:23,21,False,9192,816c2a53-5da8-42d4-80bd-85d7a55bc7bd,12977481531,-20,True,False,False,8.0.0,h***9,0,0,201,002-奇迹薄-12只装,[],,True,4383804,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-06-13 06:57:28,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
48,0,,1,怎么说呢 还没用 不过感觉应该很好,2019-07-02 19:46:28,14,False,9192,610f8425-f1d3-49e2-a266-3bc980903616,12972647733,-10,True,False,False,8.0.2,m***p,0,0,201,002-奇迹薄（大码装)-4只装,[],,True,2782301,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-06-18 16:02:18,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/6d726269676469636b31353239353036363331333530_sma.jpg,storage.360buyimg.com/i.imageUpload/6d726269676469636b31353239353036363331333530_sma.jpg,1,#e1a10a,62,PLUS会员,,,0
49,0,,1,第一次买这个牌子的，看着包装很好,2019-06-28 15:33:48,10,False,9192,f22ab4c1-dfbd-489c-8ed0-c994ef702709,12957168229,-20,True,False,False,8.1.0,爱***子,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-06-18 00:14:05,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,storage.360buyimg.com/i.imageUpload/31393835393135352d35303437303631343536383834353430313732_sma.jpg,storage.360buyimg.com/i.imageUpload/31393835393135352d35303437303631343536383834353430313732_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
